Date	Price	Year	Week	Digital Year	Selected Years
05/04/15	2.517	2015	18	2015.3269	0
05/11/15	2.547	2015	19	2015.3462	0
05/18/15	2.604	2015	20	2015.3654	0
05/25/15	2.642	2015	21	2015.3846	0
06/01/15	2.656	2015	22	2015.4038	0
06/08/15	2.668	2015	23	2015.4231	0
06/15/15	2.744	2015	24	2015.4423	0
06/22/15	2.72	2015	25	2015.4615	0
06/29/15	2.713	2015	26	2015.4808	0
07/06/15	2.702	2015	27	2015.5000	0
07/13/15	2.694	2015	28	2015.5192	0
07/20/15	2.661	2015	29	2015.5385	0
07/27/15	2.605	2015	30	2015.5577	0
08/03/15	2.555	2015	31	2015.5769	0
08/10/15	2.505	2015	32	2015.5962	0
08/17/15	2.608	2015	33	2015.6154	0
08/24/15	2.534	2015	34	2015.6346	0
08/31/15	2.406	2015	35	2015.6538	0
09/07/15	2.337	2015	36	2015.6731	0
09/14/15	2.28	2015	37	2015.6923	0
09/21/15	2.237	2015	38	2015.7115	0
09/28/15	2.246	2015	39	2015.7308	0
10/05/15	2.252	2015	40	2015.7500	0
10/12/15	2.283	2015	41	2015.7692	0
10/19/15	2.22	2015	42	2015.7885	0
10/26/15	2.166	2015	43	2015.8077	0
11/02/15	2.17	2015	44	2015.8269	0
11/09/15	2.172	2015	45	2015.8462	0
11/16/15	2.11	2015	46	2015.8654	0
11/23/15	2.015	2015	47	2015.8846	0
11/30/15	1.974	2015	48	2015.9038	0
12/07/15	1.969	2015	49	2015.9231	0
12/14/15	1.953	2015	50	2015.9423	0
12/21/15	1.929	2015	51	2015.9615	0
12/28/15	1.933	2015	52	2015.9808	0
01/04/16	1.922	2016	1	2016	0
01/11/16	1.888	2016	2	2016.0192	0
01/18/16	1.81	2016	3	2016.0385	0
01/25/16	1.752	2016	4	2016.0577	0
02/01/16	1.729	2016	5	2016.0769	0
02/08/16	1.663	2016	6	2016.0962	0
02/15/16	1.638	2016	7	2016.1154	0
02/22/16	1.661	2016	8	2016.1346	0
02/29/16	1.715	2016	9	2016.1538	0
03/07/16	1.782	2016	10	2016.1731	0
03/14/16	1.888	2016	11	2016.1923	0
03/21/16	1.935	2016	12	2016.2115	0
03/28/16	1.976	2016	13	2016.2308	0
04/04/16	1.994	2016	14	2016.2500	0
04/11/16	1.981	2016	15	2016.2692	0
04/18/16	2.053	2016	16	2016.2885	0
04/25/16	2.08	2016	17	2016.3077	0
05/02/16	2.168	2016	18	2016.3269	0
05/09/16	2.143	2016	19	2016.3462	0
05/16/16	2.17	2016	20	2016.3654	0
05/23/16	2.235	2016	21	2016.3846	0
05/30/16	2.281	2016	22	2016.4038	0
06/06/16	2.328	2016	23	2016.4231	0
06/13/16	2.343	2016	24	2016.4423	0
06/20/16	2.29	2016	25	2016.4615	0
06/27/16	2.25	2016	26	2016.4808	0
07/04/16	2.205	2016	27	2016.5000	0
07/11/16	2.171	2016	28	2016.5192	0
07/18/16	2.148	2016	29	2016.5385	0
07/25/16	2.105	2016	30	2016.5577	0
08/01/16	2.091	2016	31	2016.5769	0
08/08/16	2.087	2016	32	2016.5962	0
08/15/16	2.096	2016	33	2016.6154	0
08/22/16	2.136	2016	34	2016.6346	0
08/29/16	2.187	2016	35	2016.6538	0
